BCD,Date,Model_P/N,Inch,Publish_Count,P/G,P/Line,SMT,Develop_Model,LOT_Number,BCR_Reading_Check
3850DGDAF7D6227,2017Y06M07D16H04m42s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6228,2017Y06M07D16H04m42s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6229,2017Y06M07D16H04m42s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6230,2017Y06M07D16H04m43s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6231,2017Y06M07D16H04m43s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6232,2017Y06M07D16H04m43s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6233,2017Y06M07D16H04m43s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6234,2017Y06M07D16H04m43s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6235,2017Y06M07D16H04m44s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6236,2017Y06M07D16H04m44s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6237,2017Y06M07D16H04m44s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6238,2017Y06M07D16H04m44s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6239,2017Y06M07D16H04m44s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6240,2017Y06M07D16H04m45s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6241,2017Y06M07D16H04m45s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6242,2017Y06M07D16H04m45s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6243,2017Y06M07D16H04m45s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6244,2017Y06M07D16H04m45s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6245,2017Y06M07D16H04m46s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6246,2017Y06M07D16H04m46s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6247,2017Y06M07D16H04m46s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6248,2017Y06M07D16H04m46s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6249,2017Y06M07D16H04m47s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6250,2017Y06M07D16H04m47s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6251,2017Y06M07D16H04m47s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6252,2017Y06M07D16H04m47s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6253,2017Y06M07D16H04m47s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6254,2017Y06M07D16H04m48s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6255,2017Y06M07D16H04m48s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6256,2017Y06M07D16H04m48s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6257,2017Y06M07D16H04m48s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6258,2017Y06M07D16H04m48s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6259,2017Y06M07D16H04m49s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6260,2017Y06M07D16H04m49s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6261,2017Y06M07D16H04m49s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6262,2017Y06M07D16H04m49s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6263,2017Y06M07D16H04m49s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6264,2017Y06M07D16H04m50s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6265,2017Y06M07D16H04m50s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6266,2017Y06M07D16H04m50s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6267,2017Y06M07D16H04m50s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6268,2017Y06M07D16H04m50s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6269,2017Y06M07D16H04m51s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6270,2017Y06M07D16H04m51s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6271,2017Y06M07D16H04m51s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6272,2017Y06M07D16H04m51s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6273,2017Y06M07D16H04m51s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6274,2017Y06M07D16H04m52s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6275,2017Y06M07D16H04m52s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6276,2017Y06M07D16H04m52s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6277,2017Y06M07D16H04m52s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6278,2017Y06M07D16H04m52s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6279,2017Y06M07D16H04m53s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6280,2017Y06M07D16H04m53s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6281,2017Y06M07D16H04m53s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6282,2017Y06M07D16H04m53s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6283,2017Y06M07D16H04m54s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6284,2017Y06M07D16H04m54s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6285,2017Y06M07D16H04m54s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6286,2017Y06M07D16H04m54s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6287,2017Y06M07D16H04m54s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6288,2017Y06M07D16H04m55s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6289,2017Y06M07D16H04m55s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6290,2017Y06M07D16H04m55s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6291,2017Y06M07D16H04m55s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6292,2017Y06M07D16H04m56s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6293,2017Y06M07D16H04m56s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6294,2017Y06M07D16H04m56s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6295,2017Y06M07D16H04m56s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6296,2017Y06M07D16H04m56s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6297,2017Y06M07D16H04m57s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6298,2017Y06M07D16H04m57s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6299,2017Y06M07D16H04m57s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6300,2017Y06M07D16H04m57s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6301,2017Y06M07D16H04m57s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6302,2017Y06M07D16H04m58s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6303,2017Y06M07D16H04m58s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6304,2017Y06M07D16H04m58s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6305,2017Y06M07D16H04m58s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6306,2017Y06M07D16H04m59s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6307,2017Y06M07D16H04m59s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6308,2017Y06M07D16H04m59s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6309,2017Y06M07D16H04m59s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6310,2017Y06M07D16H04m59s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6311,2017Y06M07D16H05m00s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6312,2017Y06M07D16H05m00s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6313,2017Y06M07D16H05m00s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6314,2017Y06M07D16H05m00s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6315,2017Y06M07D16H05m01s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6316,2017Y06M07D16H05m01s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6317,2017Y06M07D16H05m01s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6318,2017Y06M07D16H05m01s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6319,2017Y06M07D16H05m01s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6320,2017Y06M07D16H05m02s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6321,2017Y06M07D16H05m02s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6322,2017Y06M07D16H05m02s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6323,2017Y06M07D16H05m02s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6324,2017Y06M07D16H05m03s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6325,2017Y06M07D16H05m03s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6326,2017Y06M07D16H05m03s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6327,2017Y06M07D16H05m03s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6328,2017Y06M07D16H05m03s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6329,2017Y06M07D16H05m04s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6330,2017Y06M07D16H05m04s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6331,2017Y06M07D16H05m04s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6332,2017Y06M07D16H05m04s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6333,2017Y06M07D16H05m04s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6334,2017Y06M07D16H05m05s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6335,2017Y06M07D16H05m05s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6336,2017Y06M07D16H05m05s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6337,2017Y06M07D16H05m05s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6338,2017Y06M07D16H05m05s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6339,2017Y06M07D16H05m06s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6340,2017Y06M07D16H05m06s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6341,2017Y06M07D16H05m06s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6342,2017Y06M07D16H05m06s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6343,2017Y06M07D16H05m06s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6344,2017Y06M07D16H05m07s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6345,2017Y06M07D16H05m07s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6346,2017Y06M07D16H05m07s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6347,2017Y06M07D16H05m07s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6348,2017Y06M07D16H05m07s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6349,2017Y06M07D16H05m08s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6350,2017Y06M07D16H05m08s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6351,2017Y06M07D16H05m08s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6352,2017Y06M07D16H05m08s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6353,2017Y06M07D16H05m08s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6354,2017Y06M07D16H05m09s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6355,2017Y06M07D16H05m09s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6356,2017Y06M07D16H05m09s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6357,2017Y06M07D16H05m09s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6358,2017Y06M07D16H05m09s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6359,2017Y06M07D16H05m10s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6360,2017Y06M07D16H05m10s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6361,2017Y06M07D16H05m10s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6362,2017Y06M07D16H05m10s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6363,2017Y06M07D16H05m10s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6364,2017Y06M07D16H05m11s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6365,2017Y06M07D16H05m11s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6366,2017Y06M07D16H05m11s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6367,2017Y06M07D16H05m11s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6368,2017Y06M07D16H05m11s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6369,2017Y06M07D16H05m12s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6370,2017Y06M07D16H05m12s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6371,2017Y06M07D16H05m12s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6372,2017Y06M07D16H05m12s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6373,2017Y06M07D16H05m12s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6374,2017Y06M07D16H05m13s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6375,2017Y06M07D16H05m13s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6376,2017Y06M07D16H05m13s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6377,2017Y06M07D16H05m13s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6378,2017Y06M07D16H05m13s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6379,2017Y06M07D16H05m14s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6380,2017Y06M07D16H05m14s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6381,2017Y06M07D16H05m14s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6382,2017Y06M07D16H05m14s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6383,2017Y06M07D16H05m14s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6384,2017Y06M07D16H05m15s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6385,2017Y06M07D16H05m15s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6386,2017Y06M07D16H05m15s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6387,2017Y06M07D16H05m15s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6388,2017Y06M07D16H05m16s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6389,2017Y06M07D16H05m16s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6390,2017Y06M07D16H05m16s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6391,2017Y06M07D16H05m16s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6392,2017Y06M07D16H05m16s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6393,2017Y06M07D16H05m17s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6394,2017Y06M07D16H05m17s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6395,2017Y06M07D16H05m17s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6396,2017Y06M07D16H05m17s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6397,2017Y06M07D16H05m18s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6398,2017Y06M07D16H05m18s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6399,2017Y06M07D16H05m18s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6400,2017Y06M07D16H05m18s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6401,2017Y06M07D16H05m18s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6402,2017Y06M07D16H05m19s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6403,2017Y06M07D16H05m19s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6404,2017Y06M07D16H05m19s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6405,2017Y06M07D16H05m19s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6406,2017Y06M07D16H05m19s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6407,2017Y06M07D16H05m20s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6408,2017Y06M07D16H05m20s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6409,2017Y06M07D16H05m20s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6410,2017Y06M07D16H05m20s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6411,2017Y06M07D16H05m21s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6412,2017Y06M07D16H05m21s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6413,2017Y06M07D16H05m21s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6414,2017Y06M07D16H05m21s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6415,2017Y06M07D16H05m21s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6416,2017Y06M07D16H05m22s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6417,2017Y06M07D16H05m22s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6418,2017Y06M07D16H05m22s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6419,2017Y06M07D16H05m22s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6420,2017Y06M07D16H05m23s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6421,2017Y06M07D16H05m23s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6422,2017Y06M07D16H05m23s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6423,2017Y06M07D16H05m23s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6424,2017Y06M07D16H05m23s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6425,2017Y06M07D16H05m24s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6426,2017Y06M07D16H05m24s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6427,2017Y06M07D16H05m24s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6428,2017Y06M07D16H05m24s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6429,2017Y06M07D16H05m24s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6430,2017Y06M07D16H05m25s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6431,2017Y06M07D16H05m25s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6432,2017Y06M07D16H05m25s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6433,2017Y06M07D16H05m25s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6434,2017Y06M07D16H05m25s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6435,2017Y06M07D16H05m26s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6436,2017Y06M07D16H05m26s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6437,2017Y06M07D16H05m26s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6438,2017Y06M07D16H05m26s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6439,2017Y06M07D16H05m26s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6440,2017Y06M07D16H05m27s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6441,2017Y06M07D16H05m27s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6442,2017Y06M07D16H05m27s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6443,2017Y06M07D16H05m27s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6444,2017Y06M07D16H05m27s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6445,2017Y06M07D16H05m28s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6446,2017Y06M07D16H05m28s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6447,2017Y06M07D16H05m28s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6448,2017Y06M07D16H05m28s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6449,2017Y06M07D16H05m29s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6450,2017Y06M07D16H05m29s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6451,2017Y06M07D16H05m29s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6452,2017Y06M07D16H05m29s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6453,2017Y06M07D16H05m29s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6454,2017Y06M07D16H05m30s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6455,2017Y06M07D16H05m30s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6456,2017Y06M07D16H05m30s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6457,2017Y06M07D16H05m30s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6458,2017Y06M07D16H05m31s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6459,2017Y06M07D16H05m31s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6460,2017Y06M07D16H05m31s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6461,2017Y06M07D16H05m31s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6462,2017Y06M07D16H05m31s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6463,2017Y06M07D16H05m32s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6464,2017Y06M07D16H05m32s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6465,2017Y06M07D16H05m32s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6466,2017Y06M07D16H05m32s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6467,2017Y06M07D16H05m33s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6468,2017Y06M07D16H05m33s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6469,2017Y06M07D16H05m33s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6470,2017Y06M07D16H05m33s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6471,2017Y06M07D16H05m33s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6472,2017Y06M07D16H05m34s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6473,2017Y06M07D16H05m34s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6474,2017Y06M07D16H05m34s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6475,2017Y06M07D16H05m34s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6476,2017Y06M07D16H05m34s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6477,2017Y06M07D16H05m35s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6478,2017Y06M07D16H05m35s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6479,2017Y06M07D16H05m35s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6480,2017Y06M07D16H05m35s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6481,2017Y06M07D16H05m36s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6482,2017Y06M07D16H05m36s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6483,2017Y06M07D16H05m36s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6484,2017Y06M07D16H05m36s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6485,2017Y06M07D16H05m36s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6486,2017Y06M07D16H05m37s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6487,2017Y06M07D16H05m37s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6488,2017Y06M07D16H05m37s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6489,2017Y06M07D16H05m37s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6490,2017Y06M07D16H05m37s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6491,2017Y06M07D16H05m38s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6492,2017Y06M07D16H05m38s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6493,2017Y06M07D16H05m38s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6494,2017Y06M07D16H05m38s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6495,2017Y06M07D16H05m38s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6496,2017Y06M07D16H05m39s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6497,2017Y06M07D16H05m39s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6498,2017Y06M07D16H05m39s,6871L-3850D,49,500,A,D,D,N,6,N
3850DGDAF7D6499,2017Y06M07D16H05m39s,6871L-3850D,49,500,A,D,D,N,6,N
